product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ysc3rMkaHDg3,toys,250.0,40.0,10.0,25.0
hCzC8FuB8dOW,toys,400.0,45.0,15.0,35.0
V2XI2qJlQyVA,industry_commerce_and_business,7225.0,16.0,103.0,25.0
ri5gTOamPWMr,baby,517.0,25.0,26.0,26.0
3H7nJ3Wp12et,toys,350.0,17.0,17.0,17.0
UKBb9fB0AfG6,sports_leisure,3775.0,18.0,13.0,16.0
7b6Ed2fWIBom,toys,175.0,22.0,13.0,17.0
bWoMHuBg7TY5,toys,7700.0,35.0,41.0,43.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0
9wXnGgw9Phb9,toys,450.0,16.0,16.0,16.0
WzVyrh5c4KaW,toys,300.0,27.0,2.0,16.0
Y7Lyp5P9aS2m,toys,18700.0,36.0,105.0,36.0
lrFRwkrUD8M0,toys,400.0,20.0,31.0,30.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0
gZKzoAL9I8oc,toys,800.0,20.0,25.0,20.0
G0c27GRBkPw3,toys,2950.0,53.0,21.0,36.0
utVPLgd1LM3F,toys,200.0,16.0,2.0,11.0
v7nmDBkuYklF,toys,12000.0,52.0,51.0,17.0
o6Na5dqQ8W2g,watches_gifts,314.0,18.0,11.0,14.0
QP3bck0s6nwD,toys,185.0,23.0,24.0,22.0
RaN59FgjpQYk,toys,150.0,16.0,6.0,11.0
AOze5T4Uex3f,toys,550.0,23.0,8.0,13.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
51CmP8blRPO8,toys,400.0,16.0,10.0,12.0
moXNBMcS99Qo,toys,3600.0,32.0,24.0,24.0
ebSxzAVqXEeF,toys,100.0,22.0,5.0,14.0
dIcmECHoW0BX,health_beauty,606.0,20.0,14.0,18.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0
NoroQpYj0Pwg,toys,350.0,19.0,4.0,11.0
N0pxKgHTvUyw,toys,550.0,38.0,11.0,28.0
Y5dXycePMjS7,home_construction,600.0,22.0,18.0,22.0
mwEUx3BiE0rN,toys,8775.0,43.0,14.0,20.0
qKdBzmQEGR6b,toys,200.0,20.0,15.0,15.0
lyv7bqEb4rfG,computers_accessories,1225.0,43.0,15.0,21.0
PK70KnvFdLFo,toys,250.0,20.0,9.0,12.0
YG7qG1MQlhjp,toys,200.0,18.0,3.0,20.0
rIZ0nea6s9bl,toys,1400.0,25.0,35.0,25.0
OREzyxIkjqea,toys,5450.0,16.0,65.0,25.0
wEXYeIBMtNpz,toys,1700.0,65.0,6.0,50.0
EmMR6ar6GKbt,telephony,300.0,17.0,4.0,12.0
R2u3pJSgF7Gr,toys,200.0,19.0,9.0,12.0
owcxMrN4teAJ,toys,200.0,16.0,2.0,11.0
ZVTEwIdUj6Kw,toys,600.0,28.0,4.0,16.0
Z6P269kjGOoP,auto,500.0,16.0,21.0,18.0
WciyMxquwo1P,toys,150.0,16.0,16.0,20.0
EscTWdMXmiui,toys,107.0,19.0,13.0,13.0
iXwsTxs2N8zU,toys,383.0,17.0,9.0,13.0
3H7nJ3Wp12et,toys,350.0,17.0,17.0,17.0
92V8C9xoOTQB,toys,300.0,23.0,7.0,15.0
xFlYjBaMbnFc,toys,6250.0,59.0,9.0,37.0
BoO1Y6vXLikN,toys,200.0,16.0,16.0,16.0
G6YrV5IEf7Om,toys,100.0,28.0,13.0,12.0
qh3qOxvOy9RR,toys,125.0,18.0,15.0,17.0
AeseH0Te6atq,toys,100.0,16.0,10.0,15.0
hVg01gpSgJTC,stationery,500.0,30.0,19.0,30.0
0DGoM1aFJKQb,toys,450.0,20.0,12.0,15.0
PTEEGNkoGwR1,toys,6450.0,35.0,30.0,35.0
RRiAihITtq2i,toys,5550.0,30.0,45.0,30.0
qZau4zfqeCLo,toys,250.0,17.0,4.0,12.0
RXlqJefeov9h,toys,150.0,24.0,7.0,14.0
gL9kEbZ7pRmg,garden_tools,15200.0,23.0,102.0,32.0
xvYYGgEMn57L,toys,550.0,37.0,31.0,11.0
vpktim2yACX1,toys,300.0,17.0,5.0,13.0
vSrrlXuc6BSg,toys,1500.0,42.0,7.0,31.0
JUBBgGoRXX4T,toys,18000.0,105.0,30.0,40.0
Bp2UR8L9Q9VG,toys,1375.0,30.0,6.0,22.0
p0DptKdtON5X,toys,1300.0,25.0,9.0,40.0
CEr4ZMIHHAhX,toys,2017.0,28.0,30.0,27.0
zEJjfNqfAWjE,toys,1400.0,26.0,13.0,35.0
fvckx1KMCsDq,toys,500.0,22.0,6.0,16.0
J4CKoA47eSmA,toys,4950.0,56.0,12.0,40.0
6s3VimCsXOlX,auto,833.0,26.0,14.0,15.0
TKbEhMZ6JGNz,toys,650.0,45.0,15.0,25.0
Z2qTunKK4dTK,sports_leisure,550.0,16.0,10.0,12.0
Rz75fa9tKXmp,telephony,150.0,19.0,8.0,16.0
uNiBFuRpVupX,toys,2850.0,69.0,11.0,11.0
NsfeYmlD6FXr,health_beauty,150.0,16.0,5.0,17.0
L3eMBO5ikjFC,toys,5950.0,36.0,26.0,36.0
jrc0v3ZRw6Zg,bed_bath_table,800.0,20.0,20.0,20.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
fuqboVNCvrPs,toys,350.0,20.0,15.0,20.0
bVvSGfLuUAe8,toys,150.0,16.0,9.0,11.0
y2MAnns4G96G,computers_accessories,207.0,19.0,11.0,14.0
qokqKT1Sad1C,toys,7000.0,60.0,20.0,30.0
NcrJpaRUEL3v,drinks,1700.0,25.0,25.0,25.0
rpc533nr2KMl,toys,850.0,20.0,9.0,14.0
76FeCH9fHp3f,cool_stuff,300.0,26.0,5.0,21.0
7jGJFWQYYO1F,toys,400.0,45.0,15.0,35.0
sW6tMAHux6f6,watches_gifts,250.0,16.0,2.0,20.0
yrKVVzBJKMqI,toys,27800.0,41.0,43.0,91.0
8DzVc8gWJND5,toys,2400.0,32.0,25.0,39.0
s1jW1tUl0zo5,toys,4950.0,47.0,12.0,45.0
GWmgJyhL5Ub5,toys,150.0,16.0,9.0,19.0
psHdkxsWuhr5,toys,8800.0,35.0,30.0,27.0
gNWOBY0dZaMn,toys,450.0,20.0,10.0,20.0
2Sht5Ify9u5z,toys,541.0,19.0,12.0,16.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0
PWl2yBtu82h0,perfumery,250.0,20.0,8.0,21.0
ANT4x2GMiSmp,toys,400.0,18.0,12.0,14.0
Zl8rvnP1vyCu,toys,2100.0,36.0,21.0,36.0
3Pu9HUOay2Co,toys,200.0,29.0,7.0,16.0
MJlJk0ppzNgv,toys,1350.0,23.0,9.0,23.0
Lz60my2Ke27i,perfumery,487.0,21.0,17.0,17.0
pcEVJGYhnclW,health_beauty,550.0,16.0,9.0,11.0
WUiBVushf6Mf,toys,2750.0,60.0,15.0,30.0
IzOg14lXvYMT,toys,200.0,21.0,9.0,17.0
xArM6NlDrEZS,toys,500.0,16.0,16.0,11.0
QswxUPYwgvyE,toys,1500.0,34.0,7.0,32.0
6QtH1B0l31bh,toys,2800.0,36.0,11.0,26.0
zUE4oPnhE3mR,toys,3550.0,71.0,34.0,22.0
bgTAaqdOd2ZT,toys,650.0,20.0,12.0,43.0
GaJLTdMZUnPr,toys,300.0,25.0,8.0,19.0
isehBCyX595I,sports_leisure,6300.0,42.0,20.0,32.0
LCYomi3ZR4m0,books_technical,950.0,29.0,3.0,21.0
CY8OZ3lT9uqB,telephony,250.0,18.0,3.0,28.0
tIPO7bHrwS7c,toys,1850.0,34.0,5.0,34.0
MaltNz8KU4y1,bed_bath_table,2650.0,46.0,8.0,38.0
ZKZ3H2JYcgAI,toys,1600.0,33.0,44.0,19.0
p4tlzBwbEr8s,toys,900.0,28.0,15.0,27.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0
aU11PVCdD18D,toys,750.0,69.0,11.0,11.0
BdOxMnOiBZ7T,toys,178.0,18.0,11.0,17.0
gzp3BRVIba8M,toys,700.0,20.0,8.0,14.0
PwoiOjyJfSJK,bed_bath_table,400.0,20.0,2.0,15.0
rPa72D3IhuQN,toys,1500.0,32.0,30.0,24.0
rkFp7albv3Hz,sports_leisure,1650.0,40.0,45.0,25.0
mwR3E2vfLylH,toys,1167.0,36.0,20.0,28.0
weLdiclzftRN,toys,2500.0,48.0,10.0,35.0
6gc28NXmxjiC,toys,363.0,16.0,4.0,11.0
Iu553uXqgKND,toys,150.0,18.0,19.0,16.0
I58Ptv9NhyCn,toys,700.0,16.0,2.0,11.0
MCPqCZaaypTo,toys,8100.0,31.0,9.0,11.0
OyNjP3ysqnRA,health_beauty,1250.0,42.0,11.0,12.0
NdhZ4vno7Ty1,toys,5700.0,38.0,30.0,28.0
YYTfZm2RKXT4,,1800.0,25.0,25.0,25.0
eKz0Cvq5kBgw,toys,330.0,20.0,15.0,16.0
LAYO9V5XwW1T,furniture_decor,8500.0,35.0,45.0,45.0
mqPgf7rz5dse,toys,513.0,23.0,27.0,21.0
ZvqpPIcpiYHc,toys,922.0,30.0,15.0,17.0
SitPMWGsmpa4,toys,450.0,20.0,20.0,20.0
6UAfwH1AnWJb,toys,500.0,26.0,25.0,35.0
E2e06ABe4gD0,toys,400.0,18.0,18.0,18.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
20FNoqVagwUj,toys,2533.0,33.0,30.0,23.0
QZSxV2Wd2lo6,toys,100.0,17.0,10.0,15.0
ORABrhhYrUpJ,toys,950.0,60.0,15.0,15.0
y9y6dBHUqHig,computers_accessories,1583.0,18.0,15.0,12.0
ssq2xYQiiCg6,toys,150.0,16.0,8.0,16.0
dW1NqqycyMZB,pet_shop,3000.0,45.0,47.0,20.0
ZZ2uELcHOYKZ,toys,250.0,16.0,11.0,11.0
pwJ0YTIoHFM3,toys,150.0,20.0,20.0,20.0
n0FZlqBqhmpM,toys,310.0,17.0,14.0,12.0
1LoGNpatQYCz,perfumery,400.0,18.0,11.0,11.0
axLBYi1XjP6J,toys,200.0,41.0,2.0,29.0
KX9KhaGYPsrW,toys,500.0,26.0,19.0,33.0
J9ZamSRBgHq2,toys,850.0,40.0,30.0,30.0
thVu8wtNKd5H,toys,2900.0,35.0,12.0,30.0
TdryLJINHQ9O,toys,800.0,30.0,10.0,30.0
81PwPrAQHoeq,toys,300.0,16.0,21.0,13.0
owcBGm0vjiF8,toys,513.0,18.0,14.0,14.0
KMnZczDvixZX,toys,570.0,15.0,10.0,14.0
THUUivDkKgF6,toys,1100.0,21.0,34.0,34.0
PWUgo51valvI,toys,6150.0,30.0,40.0,40.0
BwcyOaRGTEsP,toys,6200.0,48.0,9.0,21.0
yqnLkwK5G5gR,toys,3050.0,40.0,10.0,40.0
TfLMiZwCpHyb,fashion_bags_accessories,300.0,16.0,16.0,12.0
fS1ypIsQSVpI,toys,650.0,16.0,7.0,13.0
82DpsHGTLkGB,toys,444.0,20.0,14.0,16.0
dUT9Jc4r9XFx,toys,3850.0,30.0,16.0,40.0
pwKC4WGEtMsM,housewares,350.0,22.0,8.0,19.0
Boyi8iOzjJPY,toys,1900.0,39.0,8.0,22.0
ku46xqtVTAOE,toys,740.0,26.0,15.0,19.0
7i41obiFMe1i,sports_leisure,2550.0,18.0,78.0,35.0
tKJv5pcLTaFA,toys,1250.0,45.0,8.0,26.0
vGYjktLr9fFv,toys,150.0,35.0,10.0,25.0
752dbc3oWm4w,toys,800.0,30.0,30.0,30.0
RNXfBWAFCV8L,toys,750.0,20.0,8.0,13.0
z9twbvR8wlX8,toys,15900.0,40.0,90.0,40.0
fsq5lo34nHGK,toys,0.0,30.0,25.0,30.0
DGNssbhrjQsb,health_beauty,200.0,16.0,21.0,23.0
pHA3t7xN3BzN,health_beauty,250.0,18.0,10.0,15.0
q6zni6G5KCcE,toys,1800.0,25.0,14.0,23.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0
yHNbJN42TBER,toys,300.0,16.0,16.0,16.0
gGSqLvPGbqH1,toys,1181.0,30.0,17.0,24.0
TdbTHbjjZy2G,health_beauty,430.0,22.0,17.0,21.0
D27O4DNJArni,toys,281.0,17.0,9.0,13.0
MfZGjLefxNPl,toys,200.0,30.0,4.0,40.0
K8lKuHK7ZRsb,toys,7600.0,30.0,31.0,38.0
f8hGQL3qZEBI,auto,100.0,16.0,10.0,15.0
6sSmEGMWAWvK,bed_bath_table,625.0,70.0,15.0,50.0
xC38V957YhVf,toys,200.0,16.0,2.0,20.0
zO3SmDu2G2Ax,toys,16600.0,35.0,65.0,45.0
PgG80hNEmozq,garden_tools,250.0,17.0,7.0,13.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
p4yNhx5vmOFO,toys,200.0,18.0,6.0,17.0
ZXIEsYQd2pCQ,toys,200.0,16.0,2.0,11.0
TKNiFZxm7gs7,toys,350.0,16.0,2.0,20.0
RQRbU6hIzsx3,toys,1050.0,30.0,15.0,20.0
HLGEmPw18v98,toys,1833.0,21.0,19.0,22.0
IORz0MAG5rIZ,toys,6850.0,30.0,30.0,30.0
OKHSJvvblnaz,toys,1000.0,35.0,8.0,25.0
c8w7NICl3twr,toys,250.0,22.0,2.0,32.0
EJGpQBiCQXCI,toys,443.0,21.0,13.0,17.0
ctAoYKjv5kEz,toys,750.0,16.0,16.0,16.0
dYcKQtuJefax,toys,2500.0,31.0,11.0,20.0
DMJfpPNPn9c5,toys,400.0,20.0,6.0,15.0
UfgBSjO3PUEU,toys,200.0,16.0,10.0,16.0
vkx2x9k5aIEp,toys,6350.0,38.0,30.0,28.0
ZUgY6Jp7dYV1,toys,1600.0,20.0,15.0,20.0
BCAJo9dCw0Sp,toys,350.0,29.0,5.0,16.0
bOwl2do1blcZ,bed_bath_table,8550.0,40.0,32.0,40.0
YbWLRdvP86oW,toys,400.0,20.0,30.0,20.0
zoBzpWW3p1n1,perfumery,400.0,20.0,11.0,11.0
7Hj1Zv5IhxGS,toys,350.0,45.0,45.0,12.0
ZUgY6Jp7dYV1,toys,1600.0,20.0,15.0,20.0
Ky3MIfgmPcX0,toys,1300.0,32.0,27.0,40.0
Usi90p4RKMY1,health_beauty,434.0,20.0,16.0,18.0
A9rpN1NtfdT6,toys,4463.0,44.0,35.0,32.0
IJJL2iT7InlD,toys,450.0,16.0,4.0,20.0
b4GuaQwRASKa,toys,200.0,16.0,12.0,11.0
z3AQ0w7Wf3us,garden_tools,5683.0,45.0,30.0,30.0
oNO8AbVySUlF,toys,300.0,16.0,16.0,16.0
LtxetfVCIXGV,toys,300.0,16.0,25.0,11.0
dvQtnQV9l5VO,toys,1350.0,36.0,16.0,24.0
wRi55V2S4LeS,toys,500.0,50.0,11.0,40.0
5J7az1rwth4i,toys,250.0,16.0,2.0,20.0
X7tj9kAUwKs5,health_beauty,350.0,19.0,12.0,13.0
n6VthJR3ybYy,toys,600.0,16.0,25.0,12.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
Usi90p4RKMY1,health_beauty,434.0,20.0,16.0,18.0
SZUR4vGN7hDo,toys,800.0,21.0,20.0,16.0
LKyozPiK7F82,toys,700.0,26.0,14.0,24.0
oUaq0Emczjrp,toys,175.0,23.0,21.0,21.0
Eod0FX5oyMIv,toys,9000.0,60.0,40.0,40.0
3hTRdtYdA1xP,toys,450.0,38.0,12.0,20.0
ojAhyTeUlmLS,sports_leisure,500.0,22.0,15.0,22.0
VEotwF24Vd3N,bed_bath_table,1050.0,22.0,16.0,18.0
n6FMjhLIncDz,toys,200.0,20.0,20.0,25.0
jcZ2MOqKsGsh,toys,1590.0,38.0,20.0,23.0
Z2ILLsBZtC2U,toys,1600.0,26.0,26.0,26.0
eIyPRx2AHkLS,toys,900.0,50.0,11.0,11.0
G5QdZbr9AZIq,toys,283.0,18.0,7.0,13.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0
967lByOwRJwS,toys,1200.0,40.0,22.0,30.0
IbwByijY9IRO,toys,1300.0,31.0,6.0,33.0
RXt3QHizGmki,toys,800.0,34.0,8.0,22.0
uaoXRcokoiAu,toys,19575.0,38.0,44.0,38.0
PWl2yBtu82h0,perfumery,250.0,20.0,8.0,21.0
UqTNPNN8fzxy,toys,200.0,17.0,21.0,11.0
5ryAVRIoekCK,toys,225.0,31.0,13.0,28.0
uznylvUySTix,toys,19150.0,87.0,76.0,16.0
9sozAkDMKi58,toys,600.0,20.0,28.0,12.0
TKQL2BflbgNe,electronics,800.0,16.0,2.0,11.0
aNe6Pjc3uuSu,toys,400.0,25.0,25.0,25.0
tEjoHkDlwfgW,toys,450.0,17.0,3.0,11.0
oo5YFvkDJXfS,toys,250.0,16.0,2.0,20.0
Th6SHMsyTOMH,toys,430.0,21.0,11.0,17.0
6lsIKONjvlrc,toys,575.0,16.0,18.0,12.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
IB0IS22YFKwy,toys,5446.0,21.0,14.0,18.0
JyBhiUYADnbo,toys,250.0,16.0,7.0,11.0
cfY9kQATeSwl,toys,300.0,36.0,3.0,20.0
8IhgV2nH9kXE,health_beauty,700.0,25.0,12.0,19.0
V2XI2qJlQyVA,industry_commerce_and_business,7225.0,16.0,103.0,25.0
qeFwzEB1hCse,sports_leisure,150.0,20.0,10.0,15.0
6dDEOApVOORt,toys,500.0,23.0,8.0,15.0
G3Xzx2T7v1Xe,toys,15650.0,32.0,34.0,32.0
NydMFuAV9xmS,toys,250.0,18.0,8.0,18.0
cRBN21czsdLg,toys,550.0,23.0,16.0,23.0
lhF1iopfLH3l,toys,822.0,35.0,6.0,31.0
YFDUhzEY856w,baby,9400.0,75.0,15.0,50.0
s4okx0WbPcAU,baby,950.0,42.0,25.0,15.0
6R9kmEBFZmqe,fashion_bags_accessories,150.0,16.0,9.0,11.0
m9lIuV6TOthi,toys,517.0,39.0,11.0,13.0
DwErrH6eI5GJ,toys,7650.0,20.0,20.0,20.0
gOVrjpzfPACk,toys,150.0,16.0,5.0,11.0
vs9KE60bNjLH,watches_gifts,200.0,16.0,2.0,11.0
QyUKjjxZ0o5g,toys,600.0,20.0,40.0,30.0
Frot5FLjBR6q,toys,175.0,20.0,20.0,20.0
bVmzK8lq6Jit,drinks,226.0,18.0,16.0,16.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0
7I2dZxXtiFVj,toys,1300.0,33.0,10.0,49.0
IW4sWda1sAQa,toys,8100.0,30.0,80.0,30.0
8IhgV2nH9kXE,health_beauty,700.0,25.0,12.0,19.0
n6VthJR3ybYy,toys,600.0,16.0,25.0,12.0
L6dq7kQJ3vIa,home_appliances_2,11900.0,65.0,35.0,35.0
7ygwvbCJFuPx,toys,1200.0,40.0,22.0,30.0
IY7NNzmR1kfS,toys,1350.0,50.0,11.0,11.0
uJrBJZZ2nmcj,toys,150.0,17.0,10.0,13.0
l8irjfdGdtn5,toys,125.0,23.0,8.0,13.0
gXztbligOkRk,toys,150.0,18.0,6.0,11.0
JHNFHI1OMh0H,electronics,150.0,18.0,12.0,15.0
8khzMyjbv7PU,toys,330.0,22.0,4.0,12.0
FpK9GPFd8HAg,toys,2000.0,47.0,13.0,24.0
YyUi4USg1W0S,toys,400.0,16.0,2.0,11.0
zzddahYAwwwB,toys,1400.0,40.0,30.0,25.0
KWx0eIn431YP,toys,7050.0,66.0,17.0,36.0
BIEYH0YsAglV,toys,450.0,35.0,2.0,25.0
VluqdINI3y4L,baby,1050.0,42.0,25.0,15.0
z90TQF76wUWp,toys,800.0,20.0,7.0,20.0
dxdnb8jK4jdn,toys,50.0,16.0,3.0,12.0
YVfSZ6AGWq2b,toys,100.0,16.0,10.0,16.0
rLYz4Vh5UOdD,sports_leisure,150.0,18.0,7.0,14.0
YVSyRfnKrjcN,toys,75.0,16.0,10.0,11.0
aDLrFSnSdkJb,toys,500.0,25.0,9.0,18.0
s284eb92Zw1i,toys,1500.0,40.0,25.0,20.0
w2ZotMBybz3k,toys,350.0,20.0,2.0,15.0
nvonZIB3jhHR,books_general_interest,1833.0,17.0,17.0,18.0
1lWjTiLpL5sL,housewares,445.0,23.0,12.0,14.0
FgduhASwhzaj,sports_leisure,1400.0,21.0,16.0,16.0
E2cKzZdj4xig,bed_bath_table,800.0,45.0,11.0,11.0
Dt6gQhJUBNOu,health_beauty,350.0,16.0,7.0,16.0
MKYXgixFgu1K,toys,6850.0,47.0,23.0,37.0
4IIu5mvjgPVt,toys,536.0,20.0,13.0,18.0
uOCL7StwykQC,toys,13600.0,35.0,100.0,35.0
rhZfpILvdM0z,toys,214.0,17.0,11.0,13.0
alulXC859LnN,toys,150.0,16.0,4.0,16.0
u5Pdshg6rXy1,sports_leisure,9000.0,44.0,35.0,23.0
LoKOniQJJFNE,toys,653.0,30.0,14.0,16.0
DGnm0A6BxBil,toys,200.0,16.0,6.0,11.0
xwwEwJlLThjF,toys,1200.0,50.0,16.0,44.0
JYwWFhxdbvR6,consoles_games,200.0,16.0,2.0,16.0
iNeHF36Gpvrm,toys,1400.0,38.0,11.0,30.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
hoWnJGyM5yXW,toys,1350.0,20.0,30.0,20.0
zEJjfNqfAWjE,toys,1400.0,26.0,13.0,35.0
uhR7YKVFm3CF,toys,1400.0,20.0,30.0,20.0
Mn6zh6AeTZnn,sports_leisure,350.0,50.0,20.0,22.0
SESkOgF0nWnh,cool_stuff,1600.0,42.0,25.0,15.0
EUZ71K9PgA97,toys,300.0,17.0,7.0,13.0
IsXvD0BIKti1,toys,400.0,29.0,18.0,17.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
cw05zbxbXbKd,furniture_decor,6700.0,34.0,40.0,34.0
SAEqR90RCgRA,telephony,163.0,18.0,8.0,13.0
ogi0KTp9JLvW,toys,1000.0,25.0,9.0,27.0
wJDgEeffDe57,toys,250.0,16.0,11.0,20.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0
moVCslsqZfm9,toys,250.0,20.0,20.0,20.0
CDuJDwStnGwQ,toys,1700.0,20.0,24.0,30.0
hOQGGzjLHfw1,health_beauty,1083.0,19.0,18.0,18.0
bw4D1I6O0ayl,toys,12000.0,45.0,35.0,45.0
qXeRsOxiBUV1,toys,1450.0,20.0,66.0,20.0
7I0gAptiZu8o,toys,2392.0,41.0,20.0,40.0
oW6KDobidlmB,toys,950.0,45.0,15.0,35.0
Ggd3U51peXoq,electronics,175.0,22.0,11.0,16.0
6lqYiC1kC4WA,toys,2425.0,29.0,30.0,19.0
gJs1bkBcGmQD,construction_tools_lights,500.0,35.0,14.0,23.0
QwBqWGV8MEgK,toys,5150.0,90.0,4.0,42.0
g2nsxyGqPtjO,toys,275.0,23.0,18.0,28.0
uao0vNKhChzl,furniture_decor,600.0,30.0,3.0,20.0
0jPnmA4j0TIG,toys,200.0,16.0,2.0,11.0
fLDxQx3WuFGT,toys,700.0,26.0,16.0,34.0
x5H5Ahd8Pfup,toys,88.0,16.0,7.0,12.0
mrrAho0F1D22,toys,350.0,34.0,4.0,15.0
cRnEmapBuI5r,toys,950.0,45.0,14.0,35.0
AMKIgKd1s17B,health_beauty,200.0,22.0,10.0,18.0
whGPVp8uxXKq,toys,100.0,16.0,6.0,11.0
ekEdAyevzCz8,toys,600.0,38.0,5.0,27.0
DLCiMy5rbzxl,toys,4867.0,70.0,16.0,50.0
oRec1IXSayxi,toys,26700.0,105.0,70.0,20.0
9zgNGbyXBMyC,toys,700.0,100.0,5.0,11.0
dPkNAbVE4XS8,toys,2550.0,24.0,23.0,27.0
4T2ZQSbVFjsV,toys,1800.0,31.0,36.0,31.0
qKdBzmQEGR6b,toys,200.0,20.0,15.0,15.0
AMKIgKd1s17B,health_beauty,200.0,22.0,10.0,18.0
fa824m5SteAm,toys,800.0,25.0,6.0,16.0
XW04U6VMXg7T,toys,367.0,23.0,12.0,16.0
IHc7MUF5Dg77,market_place,600.0,20.0,14.0,20.0
QCAiaLSyGTa2,toys,375.0,29.0,14.0,20.0
S7MjLIOhJBIZ,construction_tools_lights,500.0,35.0,14.0,23.0
xvRIMp6aZIPK,toys,1600.0,25.0,11.0,21.0
ZmHOMRVUkYni,office_furniture,16167.0,64.0,62.0,25.0
DgkWUvb4aFl7,toys,150.0,19.0,5.0,12.0
utgXA20AK5t4,toys,625.0,21.0,19.0,16.0
DxX5QX9ETjTg,toys,4000.0,46.0,9.0,32.0
6lqYiC1kC4WA,toys,2425.0,29.0,30.0,19.0
bpkJZHmdW6jT,toys,150.0,24.0,2.0,17.0
GBV0B25C6HxF,toys,11325.0,18.0,105.0,30.0
oO4PZs91b44P,toys,100.0,16.0,16.0,11.0
NcssULNAUqjY,computers_accessories,1950.0,20.0,6.0,20.0
c360QbSdItrt,housewares,200.0,18.0,4.0,12.0
J0dcgmPXoo3e,sports_leisure,1800.0,52.0,8.0,21.0
cn9h44x3h9c4,cine_photo,850.0,30.0,13.0,30.0
uJj8DO0XrdQ7,housewares,1100.0,22.0,30.0,22.0
vyutM7FwcaA8,toys,250.0,16.0,12.0,11.0
LUrlhAVErTBC,telephony,350.0,17.0,4.0,12.0
SIfpdppSj3AT,toys,500.0,31.0,16.0,20.0
hg8Wb091H4Iy,,4900.0,42.0,16.0,37.0
k7PHRwFSJpMk,bed_bath_table,2150.0,34.0,9.0,33.0
IJJL2iT7InlD,toys,450.0,16.0,4.0,20.0
nwTjDC5LkGMw,toys,4017.0,38.0,35.0,42.0
H29FgNKK0Ysz,toys,1700.0,30.0,35.0,25.0
zgeloe0hFyo4,toys,150.0,16.0,5.0,20.0
9T5HjwpFalkk,toys,1600.0,95.0,16.0,16.0
bBSirp0JG1H3,toys,750.0,30.0,5.0,35.0
CCrvoBA46CNs,office_furniture,2600.0,40.0,45.0,39.0
MsEZQVXeJHPN,toys,1400.0,32.0,6.0,28.0
5s7EN8BfHmvX,furniture_decor,500.0,30.0,30.0,11.0
FxoUQvv6yomb,toys,200.0,16.0,16.0,14.0
LACwfilTTi3G,toys,9325.0,50.0,18.0,28.0
VaFueqqzgfmG,toys,1200.0,20.0,20.0,20.0
T5F85DMV2snJ,toys,200.0,16.0,5.0,17.0
QFEPpUqsBc3S,toys,650.0,18.0,25.0,19.0
I8UWr5v44w0X,toys,1207.0,20.0,10.0,20.0
O332ZRndALYI,toys,4800.0,22.0,63.0,22.0
pkCwHbBBRZFT,computers_accessories,500.0,16.0,16.0,16.0
HhAtKukEU7VT,toys,1867.0,36.0,6.0,36.0
j1Gzs4f1aa1f,fashion_bags_accessories,50.0,17.0,3.0,12.0
I9S7pJlPEJEI,toys,550.0,27.0,15.0,20.0
5AAoOSvw7bJQ,toys,3600.0,26.0,24.0,50.0
nhu8jmeQlnGT,stationery,800.0,20.0,50.0,40.0
QUjXPZqeBNMz,toys,3200.0,30.0,42.0,20.0
8xdZC7aTdAtf,toys,325.0,23.0,7.0,15.0
Ywcpu6O1a4qW,toys,400.0,27.0,7.0,17.0
Y4GktIiKnFNx,bed_bath_table,1517.0,32.0,5.0,29.0
yHfh6JINwPTN,toys,200.0,16.0,2.0,20.0
ezFgSgFLGzVz,telephony,300.0,17.0,4.0,12.0
EV3RPuyZ49GA,toys,317.0,21.0,14.0,16.0
oA7qHOfghvNS,toys,150.0,19.0,9.0,12.0
VKGD5yUQNcRp,toys,800.0,78.0,3.0,52.0
uxdyBzsEist4,toys,300.0,16.0,2.0,20.0
9gv2qhWnDDQk,toys,550.0,20.0,20.0,30.0
qSUwXH0S1ZUC,toys,550.0,70.0,10.0,40.0
jj672rvoLcen,toys,530.0,18.0,8.0,14.0
NUhgfW6HLmQw,sports_leisure,700.0,20.0,15.0,15.0
TKNiFZxm7gs7,toys,350.0,16.0,2.0,20.0
